date,sentence,lvl1
1944,"1944 , French Resista nce group , include Maquis , merge form Forces Franaises de lIntrieur French Forces Interior , FFI ",relevant
1944,"Prior June 6 , 1944 , Normandy landing , Resistanc e unit throughout France , include Maquis , gather intelligence German disposition ",relevant
1944,"July 18 23 , 1944 , German force encircle wipe nearly 3,000 Maquisards natural defensive position Vercors Plateau southern France ",relevant
1944,"1944 campaign France , Germans retreat Allied advance trap behind enemy line willingly surrender British American force avoid ferocity Maquis ",relevant
1940,"Regard less exact contribution Allied victory , member Maquis help restore French national pride , especially debacle defeat French Army June 1940 ",relevant
1944,"DUVALLFrench Maquis resistance fighter wait ambush island Corsica , 1944 ",relevant
1976,"New York McGrawHill , 1976 ",relevant
1980,"Dutton , 1980 ",irrelevant
1937,"Marco Polo Bridge , Battle July 7 , 1937 Armed clash Japanese Chinese troop northern China Lugouqiao Lukouchiao July 1937 spark fullscale warfare two country ",relevant
1935,"1935 , troop command Marshal Zhang Xueliang Chang Hsehliang , lead Manchurian warlord sworn allegiance Guomindang GMD leader Jiang Jieshi Chiang Kaishek , president China , defy latter order launch another campaign Chinese Communists ",relevant
1936,"Decem ber 1936 , Zhang kidnap Jiang spa Xian Sian China far west Shaanxi Shensi Province , not release Zhang kidnap Jiang Zhang kidnap Jiang agree antiJapanese rapprochement Communist leader ",relevant
1937,"July 7 , 1937 , skirmish occur Chinese Japanese troop station near historic Lugouqiao Lukouchiao Marco Polo Bridge vicinity Peking Beijing ",relevant
1945,"August 7 , however , Jiang Jiang adviser decide wage fullscale war resista nce Japan , begin eight year bitter brutal warfare two country end Japan surrender unconditio nally Allies August 1945 ",relevant
1984,"Stanford , CA Stanford University Press , 1984 ",irrelevant
1986,"Cambridge Cambridge University Press , 1986 ",irrelevant
1983,"New York Columbia University Press , 1983 ",relevant
2026,"Mareth , Battle March 2026 , 1943 North African battle seal fate Axis force Tunisia ",relevant
1422,"Following February 1422 , 1943 , Battle Kasserine Pass , unit Field Marshal Erwin Rommel Panzerarmee Afrika turn face General Bernard Montgomery British Eighth Army , prepare attack German Mareth Line ",relevant
1943,"formation British Supermarine Spitfire fighter patrol De Djerba Island , f Gabs , Tunisia , 1943 ",relevant
1942,"Com bin successful Operation TORCH land November 8 , 1942 , development meant die cast Axis power North Africa ",relevant
1943,"Rommel predict failure seize Medenin e would fatal collap se Maret h Line signal begin final chapter North Africa , end Allied capture Tunis May 7 , 1943 ",relevant
1957,"Washington , DC Office Chief Military History , Department Army , 1957 ",relevant
1958,"Cleveland , OH W orld Publishing , 1958 ",relevant
1943,"Bloody Road Tunis Destruction Axis Forces North Africa , Novemb er 1942May 1943 ",relevant
2001,"Mechanicsbur g , PA Stackpole Books , 2001 ",irrelevant
1944,Mariana Islands Campaign JuneAugust 1944 Military campa ign Central Pacific ,relevant
1944,"secure Marshall Islands early 1944 , YOU.S ",relevant
1944,"Beginning February 23 , 1944 , Mitscher carrier aircraft repeatedly attack Japanes e air base Marianas , virtually wipe Japanese airpower ",relevant
1944,"Navy escort carrier Kitkun Bay , Mariana Islands June 1944 ",relevant
1960,"Government Printing fice , 1960 ",irrelevant
1953,"Boston Little , Brown , 1953 ",relevant
1944,Saipan inian 1944 Pier cing Japanese Empir e,relevant
2004,"London Osprey , 2004 ",relevant
2006,"Annapoli , MD Naval Institute Press , 2006 ",irrelevant
1726,"MARKET GARDEN , Operation September 1726 , 1944 AngloAmerican offensive include history large airborne operation ",relevant
1944,"Montgomery , Operation MARKET GARDEN design catapult 21st Army Group across Rhine River Ruhr , Germany industrial heartland , win war 1944 ",relevant
1944,"first week September 1944 , Allied intelligence report paint picture German Army lose semblance cohes ion ",relevant
1944,"First Army , Montgomery broke Montgomery usual cautious battlefield demeanor hastily devise MARKET GARDEN .Paratroopers , plane , glider fill sky Operation MARKET GARDEN September 1944 , Allies drop 20,000 paratrooper land 13,500 glidermen behind German line Netherlands ",relevant
1985,"New York Simon Schuster , 1985 ",relevant
1944,"Never Snows September German View MARKET GARDEN Battle Arnhem , September 1944 ",relevant
1994,"New ork Hippocrene Books , 1994 ",relevant
1974,"New ork Simon Schuster , 1974 ",relevant
1886,"Born Augsburg , Germany , Septembe r 30 , 1886 , Wilhelm Wilhelm Marschall enter Imperial German Navy naval cadet 1906 ",relevant
1934,"Continuing Germ Navy war , 1934 Wilhelm Marschall take comm pocket battleship Admiral Scheer ",relevant
1936,"Promoted rear admiral 1936 , head operation division Oberkommando der Kriegsmarine Supreme Command Navy ",relevant
1937,"1937 1938 , Marschall command German naval force Spain Spanish Civil War ",relevant
1939,"Appointed fleet commander October 1939 , Vice Admiral Marschall sortied battle cruiser Scharnhorst Gneisenau November ",relevant
1940,"June 8 , 1940 , Marschall two battle cruiser enco untered British aircraft carrier Glorious destroyer Acasta Ardent 280 mile west Harstad , Norway ",relevant
1942,"Given command Navy Group West summer 1942 , consider vindication earlier idea , Marschall promote general admiral February 1943 ",relevant
1976,"Marschall die Mlln , SchleswigHolstein , March 20 , 1976 ",relevant
1974,"Garden City , NY Doubleday , 1974 ",relevant
1971,"New ork Ballantine Books , 1971 ",relevant
1969,"New ork Crowell , 1969 ",relevant
1919,"Born Berlin December 13 , 1919 , HansJoachim Marseille join Luftwaf fe 1938 ",relevant
1940,"Following Battle Britain July 10 September 30 , 1940 , Marseille transfer Jagdgeschwader fighter wing 27 North Africa ",relevant
1942,"best day September 1 , 1942 , credit shoot 17 British aircraft three sortie ",irrelevant
1982,"New ork Arco , 1982 ",relevant
1977,"Fallbrook , CA Aero , 1977 ",irrelevant
1947,"Army general , chief staff army , secretary state 1947 1949 , secretary defense 19501951 ",relevant
1880,"Born Uniontown , Pennsylvania , December 31 , 1880 , Geor ge Catlett Marshall graduate Virginia Military Institute 1901 ",relevant
1902,"Commissioned infantry 1902 , held variety assignment , include Philippines ",relevant
1907,"atten ded Infantry Cavalry School , Fort Leavenworth , 1907 instructor Staf f College 1907 1908 ",relevant
1917,"United States enter World War , go France American Expeditionary Forces training officer 1st Division June 1917 ",relevant
1918,"Promote lieutenant colonel 1918 , Promote lieutenant colonel 1918 become chief operation YOU.S ",irrelevant
1918,"First Army , win admiration Promote lieutenant colonel 1918 logistical skill direct reposition hundred thousand men quickly across battlefront MeuseAr gonne Offensive ",irrelevant
1921,"Pershing , name chief staff army 1921 ",relevant
1924,"Beginning 1924 , Marshall spent three year Tianjin Tientsin , China , 15th Infantry Regiment five year assistant commandant charge instru ction Infantry School , Fort Benning , Geor gia , Marshall help train numerous future YOU.S ",relevant
1932,"Marshall promote colonel 1932 , hold assort command post continental United States ",relevant
1936,promote brigadier general 1936.In 1938 Marshall become head War Plans Division Washington deputy chief staff promotion major gener al July ,relevant
1939,"Roosevelt chief staff army temporary general September 1 , 1939 , day German army invade Poland ",relevant
1941,"United States enter war December 1941 , Marshall preside increase YOU.S ",relevant
1944,"Marshall strong supporter opening second front Europe , campaign ultima tely defer June 1944 ",relevant
1941,"1941 1945 , Marshall attend major wartime strategic conference , include Placentia Bay , Quebec , Cairo , Tehran , Malta , Yalta , Potsdam , Washington , D.C",relevant
1944,Marshall first promote newly authorize fivestar rank general army December 1944 ,relevant
1945,"Army Air Forces , 1945 advocate use atomic bomb Japan ",relevant
1945,"Truman , Marshall agree serve speci al envoy China 1945 1947 ",relevant
1950,Truman persuade Truman return government service secretary defense September 1950 ,relevant
1951,"Library Congress Marshall resign Septembe r 1951 , end 50 year dedicate government service ",relevant
1953,"Awarded Nobel Peace Prize 1953 Marshall Plan , first soldier honor ",relevant
1959,", October 16 , 1959 ",irrelevant
1990,"New York Norton , 1990 ",relevant
1981,"Baltimore Johns Hopkins University Press , 1981 ",relevant
2000,"Chapel Hill University North Carolina Press , 2000 ",relevant
1989,"Boston Twayne , 1989 ",relevant
1900,"Born July 18 , 1900 , Catskill , New York , Samuel Lyman Atwood Marshall know n Slam enlist army 1917 ",relevant
1943,"1943 , become chief combat historian Pacific theater , June 6 , 1944 , Allied invasion Normandy , become chief historian European theater operation ",relevant
1947,"Marshall write Men Fire , analyze smallunit combat effectivenes , 1947 work point many problem , army sough correct ",relevant
1977,"Marshall die Fort Bliss , exas , December 17 , 1977 ",relevant
1947,"1947 reprint , Gloucester , Peter Smith Publisher , 1975 ",relevant
1990,"Army rain Doctrine Command , 1990 ",irrelevant
1944,"Marshall Islands , Naval Campaign January 29February 22 , 1944 YOU.S ",relevant
2024,"seizure Tarawa Novem ber 2024 , 1943 Makin November 2023 , 1943 Gilberts ",relevant
1944,"beginni ng 1944 , Marshall Islands form outermost Japanese defensive barrier Central Pacific ",relevant
1943,"develop ing attack plan , complete early December 1943 , Pacific Fleet commander , Admiral Chester W",relevant
1943,"pilot shot 17 20 Japanese plane head arawa , November 1943 ",irrelevant
2005,"Honolul University Press Pacific , 2005 ",relevant
1954,"Marine Corps , 1954 ",irrelevant
2004,"Annapolis , MD Naval Institute Press , 2004 ",irrelevant
1944,"7 , Aleutians , Gilberts Marshalls , June 1942April 1944 ",irrelevant
1951,"Boston Little , Brown , 1951 ",relevant
1889,"Born Millbrook , Southampton , October 10 , 1889 , Giffard Le Quesne Giffard Le Quesne Martel graduate Royal Military Academ Woolwich 1909 commission Royal Engineer s",relevant
1916,"World War , Giffard Le Quesne Martel pioneer training tank crew , serve staff new Tank Corps 1916 November 1918 ",relevant
1936,"several year India , Giffard Le Quesne Martel become assistan later deputy director mechanizatio n 1936 , attempt prepare British Army potential war Germany ",relevant
1939,"September 1939 , Major General Major General Martel take command 50th Northumbrian Motorized Division Territorial Army , foughtfiercely Meuse German major general Erwin Rommel 7th Panzer Division Major General Martel force temporarily checked panzer advance English Channel limited number compel Major General Martel withdraw ",relevant
1940,"December 1940 returnin g Britain , Major General Martel become commander Royal Armoured Corps , initially control British armored force , 1942 Major General Martel prom oted lieutenant general ",irrelevant
1942,"Major General Martel resent establishment British Tank Parliament 1942 , group divisional commander tank expert Major General Martel felt weaken Major General Martel authority ",irrelevant
1944,"1944 , Martel lose eye bomb ing raid London , Martel invalid army 1945 ",relevant
1945,"retirement , Martel write Martel memoir several controversial book armored warfare relation Soviet Union , include Soviet Union Armour ed Forces 1945 , Russian Outlook 1949 , East versus West 1952 ",relevant
1958,"Martel die Camberley September 3 , 1958 ",relevant
1984,"Newark University Delaware Press , 1984 ",irrelevant
1949,"London Sifton Praed , 1949 ",irrelevant
2002,"New ork V iking , 2002 ",relevant
1897,"Born Rome July 18 , 1897 , Federico Carlo Martinengo follo family tradition join navy 1911 ",relevant
1915,1915 midshipman volunteer naval air service achieve first aerial victory gunner FBA fly boat October 1916 ,irrelevant
1918,June 1918 earn five confirm victory 172 combat mission ,irrelevant
1923,1923 Martinengo refuse opportunity join new Regia Aeronautica ,irrelevant
1939,1939 captain cruiser Attendolo October year become chief staff Ionian Naval Department ,relevant
